,match_place,la,lo
den ilp,Deil,51.88365936992628,5.255324537022004
den huivetters hoeck,,,
den huijvetters houck op ste pieters,,,
den huijse van jacob wittesse voor de nieuwe brugge,,,
den huijse van de voors kors,,,
den houtuijnen,,,
den muer vanden chartruesen,,,
den muer vanden schutters hove van st sebastiaen,,,
"""den reijken fratershuijs tot 's bosch""",,,
den reep te ghendt,,,
den raethuijze dezer steede purmerende,,,
den raedhuijze derzelver steede,,,
den raathuijzen aldaer,,,
den prynse van parma,,,
den preeckstoel,,,
den rhijn ontrent wesel,,,
den tour á la mode,,,
den stats eeckhooff,,,
den troch,Den Bosch,51.688763,5.303699
den stadts timmerhoff by sinte michiels,,,
den spieghel an den voet van ste michiels brugghe,,,
den tinnepot,,,
den selven metropolitaine kercke,,,
den schelde af tot den seekant,,,
den schans van den fuuijck,,,
den scalckwijckerpoort,,,
den santbergh,,,
den rooden thoren,,,
den slogter,,,
den tol op den hondt,,,
den toren van croenenborch,,,
dendermonsschen wech,,,
den zuijder boom,De Lindeboom,52.105596,5.635052
den zuijddijk,,,
den zuijd west hoek van het zuijdwester-bolwerk,,,
den zeeuschenaert,,,
den zandtberch,,,
den wullenambagt,,,
den wulef,,,
den witten leeuw,,,
den wegh lanx de vaert,,,
den waterlandsche en kennemerl dijken,,,
den vlaemschen steenwegh,,,
den ville ande calsijde,,,
den vijftuijn,,,
den vergulden mortier,,,
den twisk,Bentwisk,54.113854,12.204209
den tuymeleer,Detmele,51.935094,8.879044
drontheijm in noorweghen,,,
drooch hout,,,
droochscheerershuus,,,
hassellenbosch ter borcht,,,
hasenberg,Hasenberg,53.791993,20.975887
harwijts,Parijs,48.8566969,2.3514616
hartoghvelts brugh,,,
hartoge philippus,,,
hartog willem,Hartowiec,53.399035,19.843555
hartog aelbregt van beijeren,,,
hartighsvelt,Hardinvelt,51.821657,4.884491
hartevelde,Hertvelde,51.663728,8.144206
harnes dat nu een prinsdom,,,
harne,Harnze,53.174886,5.415196
harmanus steegh,,,
harlingen in friesland,,,
haring vlieten toe bregge,,,
haring vliet en nieuwe  haven,,,
hattum,Hattem,52.45055524670364,6.094474137347028
het heylich landt,,,
doms-capittelhuyse,,,
dommelen,Dommelen,51.36418503351595,5.437459048600947
domkercke van spiers,,,
domkercke tot cassel,,,
domkercke tot,,,
domkercke binnenutrecht,,,
dom van de selve stadt ceulen,,,
dom onder den orgel,,,
dom lois,,,
dollart inham,,,
dokkumer trekweg,,,
dokkumer nieuwezylen,,,
doghersant,Doberan,54.088165,11.931276
haspgauwe,Hanauwe,50.132788,8.91709
hanon clooster,,,
druijfsteen,Disteten,51.739177,8.172593
halvemaansdwinger,,,
heeren straete achter den wappere byde brouwerye van de halffmaene,,,
heeren bischoppen van ghendt,,,
heerelichede vande heere prelaet van st pieters,,,
heerbeerghe vanden oliphant,,,
heerbeerghe van sente jacob buten der bruchscher poorte,,,
heer jans heerlijkheijd,,,
heer jan vetten toorn,,,
heer jacob van gaesbeek,,,
hauderburch,Radeburch,51.214963,13.723804
halve,Halver,51.186764,7.498104
hauburch ter mudepoorte,,,
hassincourt,Hassevort,52.472944,7.283221
hardenberch boven suphen,,,
hardenberch,Hardenberch,52.57552,6.61681
hanzerije,Hagnere,51.377555,7.982737
hanzee steden,Hanstede,54.28339,9.165509
hanvercpen,Hanovere,52.371646,9.736082
hantwerpe,Antwerpen,51.221248,4.399862
hantumhuizen,Haringhuizen,52.774466,4.82833
hantsteden,Hantstede,53.045918,10.374334
hanstrate,Hostraten,51.401598,4.761559
hanover,Hanover,52.371646,9.736082
hanghemans beke,Harghenbeke,53.559114,10.648466
hanepadsgang,,,
hanckere,Hagnere,51.377555,7.982737
hamtoncourt,Hamont,51.25134,5.545338
hamshire,Hamirte,51.844564,5.388779
hamburschen,Malburchen,51.961971,5.93133
halvemaansteeg,,,
dodane van de leije,,,
dockumerzijl,,,
donaeij,,,
dordini,Dobrin,53.110427,19.054044
die reguliersclooster,,,
die reformeerde kerck backeness,,,
die poorten,De Hooren,51.999344,4.330033
die vier principael nederlanden,,,
dietzs,Dielitz,51.522412,12.332393
diezen,Drieczen,52.839415,15.831273
dobrovanckx navoro,,,
doana,Dorna,51.782872,12.711911
diversche steden van vlaenderen,,,
dit kerspel,Outkerspel,52.71496,4.802699
dit eijland,Dierixland,51.74805,4.102567
dison,Disna,55.567987,28.213309
disanzano,Disna,55.567987,28.213309
dirk smetiens lant,,,
dinter,Dinther,51.67800782921314,5.515738306399328
dinchij,Dencthi,52.142726,10.613414
dillenburg,Dillenburg,50.739142,8.287189
diligem,Hillighem,52.292197,4.578463
dijkwater,,,
dijk van papendregt,,,
dijk of nieuwe hoogstraat ende leuve haven buijten de oude schiedamse poort,,,
dijck van de schelde,,,
dordrecht in hollant,,,
dordregt gouda schoonhoven,,,
ducq darschot,,,
ducdalf,,,
"""duc d' alve""",,,
dublijn in ierlant,,,
dry candelaers,,,
die scalliwijckerpoort,,,
die seve molens,,,
die seventien provinciën,,,
dieren,Dieren,52.0245285457809,6.049149271519217
dor,Dorrn,52.339872,11.020024
doppesteeg,Toppenstede,53.263554,10.113225
doost meule straet,,,
doorslag,Dorsta,51.700769,10.153169
doornijcke dowaeij,,,
doorenseele,Mortensele,51.165494,4.462797
donderdam,Hinderdam,52.282884,5.056779
doornicschen,Hornsche,51.872314,8.944086
dockumer diept,,,
dockingen,Dockinge,53.325115,5.997001
dockem,Dockum,53.325115,5.997001
dietmanstorf,Dettmannsdorf,54.103775,12.518578
diesborch in cleve,,,
diemmerdijck,Soemerdijck,51.759609,4.151491
die sluijs benoorden de soutkete,,,
diemermeer,Diermen,52.237215,5.511502
diemerbrug,Nieuwebrug,52.488953,6.423947
dielbeecke,Dingelbecke,52.296141,10.270609
diedenhoven int landt van messijn,,,
dieden,Diederne,52.041632,6.105727
die wetering,Diethern,51.075876,5.842846
die voetboochs doelen,,,
die visbrug,,,
die velserdijck,,,
die van st michiels,,,
die timmerwerff,,,
die straet van sint jacops breghe,,,
die spaengnaerden,,,
den polder van namen,,,
den pauw,,,
heerenhuijs,Herenhul,52.169581,5.942615
fremenueren ende preecheeren brugghe,,,
freere,Freeren,50.751564,5.497494
fratres,Freires,50.751564,5.497494
freoel,Broel,51.036403,4.193208
fransche vijanden,,,
fransche comte van boirgoingien,,,
fransch vlaanderen,,,
frankfort na de ryn,Frankfurt a.d. Oder,52.344244,14.553598
frankesteeg,Frankenstein,50.588866,16.810728
fresin,Breskin,51.396676,3.557746
frette,Furtte,50.938952,10.235517
gaeren maerct aude ende nieuwe,,,
gaeij straete ,,,
g,,,
fynaert,,,
fuuijck bij den meer,,,
fuuijck bebruge,,,
furtado,,,
furneseu,,,
fulda,Fulda,50.55032,9.677818
fuinen,Ruinen,52.79612153252575,6.339353219949704
frontiere van vrancrijcke,,,
froede gat,Fredena,52.035825,6.823436
frisiae,Furisclare,51.202475,4.772723
friburg,Friburg,53.825935,9.288497
fort van calloo,,,
fort ste maria,Horstmaria,52.080091,7.302372
fort mardijcke bij duijnkercke,,,
fort,Forth,49.594095,11.222949
forquevaux,,,
fremenueren clooster,,,
fiënnes,,,
fornabuck olinda,,,
firmament,,,
engelse laakencourt,,,
engelse courthuijs,,,
engelsche steech,,,
engelsche borse,,,
engwierum,Enger,52.139915,8.557808
erasmus beelt,,,
erasmus van rotterdam,,,
erfurd,Erfurt,50.977868,11.028775
et oude gasthuijs,,,
estremadeura,,,
este,Este,53.509286,9.730442
essenland,Ostenland,51.795508,8.612349
essche,Essche,50.250515,8.317175
esquerme,Espereme,54.471197,9.632974
esperance,Esperem,54.471197,9.632974
espagnola,,,
esequebo,,,
esdin,Eldin,51.962494,5.887652
escuriael,Escre,51.744147,5.74498
eschenhuys,Eschenau,49.574271,11.198425
esch,Esch,51.624474333034485,5.299690791543932
escars,Escre,51.744147,5.74498
es graefchaps zutfen,,,
erven ende huijsingen gelegen op die bult in onzer steede van purmereijnde,,,
erreux,,,
erpt,Erp,51.608773431094825,5.639837431472627
erpe,Erpe,50.933809,3.976716
erp,Erp,51.608773431094825,5.639837431472627
erlandt,Fridlandt,52.104186,14.262625
fornello,,,
foreests van vlaenderen,,,
den palts,,,
edom,Edam,52.50979085804458,5.080974958204613
ederstroom,,,
echeloo,Echeho,53.919961,9.515891
ebinghen ofte elbinghe,,,
ebbe,,,
e vrydachmaerdt,,,
e vlimse poort,,,
e v meteren,,,
e tuijn even buijten de hoornsche poort,,,
e toorn van amersfoort,,,
e syn nederl,,,
e steeg tussen de stinksloot en pannekoekstraat,,,
edam in het heeren logement,,,
eekeloo in vlaenderen,,,
"""eene toorn van 't slot""",,,
een wip moolen,,,
een wagthuijs op de groote markt tegen over erasmus beeft beelt dat  spijt ijebackhuijs wert geheeten,,,
een van der mertinisten kercken vercocht genaempt de erve ‘den reyger’,,,
een schoon goet genaamt ter borgte,,,
een plaetse ghenaempt den doel,,,
een paerde stal voor de karre paerden bij de delffshavense poort,,,
een latyns school,,,
een kreeck genaemt de leuven,,,
een klooster van agt nonnen van de order van st franciscus,,,
een kleijn toornken om daar inne te hangen een slag klocke,,,
een huys gestaen beneden den dyck aen de sluysen genoemt de witte lelie,,,
een hooven,Ettenhoven,51.30286,4.394991
een grooten berg genaamt de hoogen borgt,,,
een eylandt geheeten capo verte,,,
een dorp purmer genaemd,,,
edingen engen,,,
eechaut straete,,,
fonteijnen van jor,,,
eeckenbeke,Mekelenbeke,51.934379,7.57885
fontarabie,,,
fondament vande muur,,,
foligno,Golinog,53.563778,14.828354
fockershuis,Folkmershusen,51.446283,9.666086
fockershuijs op de steenhouwersveste,,,
florida,Frieda,51.190233,10.126645
florentino,Florentia,50.06739,19.942711
florentianen,Florentia,50.06739,19.942711
floreijen,Florenz,50.06739,19.942711
fondatie van het casteel te petighem,,,
fort van rome,,,
francoischen,,,
franchrijk,Frankrijk,46.603354,1.8883335
francfoortse merckt,,,
france stadsschool achter de prince kerk op de nieuwe marckt,,,
fourbou van sainckt jermyn du pres,,,
fortuijn,Forun,50.74827,5.812572
fortresse van charlemont,,,
fortresse graeij,,,
fortificaties,,,
forten van ste donaes isabelle,,,
forten van st momelijn,,,
forten ste donaes isabelle etca,,,
fort van st albert,,,
engels breda,,,
eeckhoff by die minnebroeders,,,
eeckhautte tot brugghe,,,
"""eeckeren op 't kerkhooff""",,,
eeckenbeque,Eyckenberne,51.655471,8.212702
engelskerkhof,Engelerholt,52.169581,5.942615
engeren,Engerenn,52.139915,8.557808
engien in henegauwe,,,
die heele provintie ende graefschap van vlaenderen,,,
die haerlemmeermeer,,,
die groote kerix portaeldoer,,,
die cruijswech voer het blockhuijs,,,
die craen int anckercken aent hooeft,,,
die cleijne sluijs,,,
die cecilien kercke,,,
die capelle van gratiën,,,
die cammer poorte,,,
die caghe,Die Haghe,52.078085,4.309168
die buytenbrug daernae dat die binnenbrug ja dat die princecamere op vredenborch,,,
die barnditeclooster,,,
die baen,Diben,51.591035,12.585254
die andere eijlande van zeelandt,,,
deurendaal,Voerendaal,50.90167970225442,5.9360476078871205
destrees,Drees,50.911425,9.188893
der mertinisten kercke na den noen die genoempt was den ‘lymhoff’,,,
der gereform kerk,,,
der braempoort brugghe,,,
der 7 steden van dit quartier,,,
der pedercelie,,,
denmarquis de berghes,,,
denies prochie,Tenigesbroche,51.139882,10.6357768
denemarksche,Denemarken,55.670249,10.3333283
depfort,,,
der philistijnen landt,,,
der siecken buyten antwerpen,,,
destambrugis,,,
desen sterck  vereenigde proventien,,,
desen hertoghdomme ende lande van brabant,,,
die haerlemmer poort,,,
die kerck van st jans clooster,,,
er goude,,,
die kerk van borrendamme,,,
den ouden godt,den ouden Godt,51.170989,4.448755
den omval,Den Bommel,51.68995106705935,4.2828521033217175
den ommeganch van synte donaes,,,
den oliphant,,,
den noorderquart,,,
den noorderq,,,
den noorder quartieren,,,
den nieuwen doel,,,
den rietvinck,,,
duisburg,Duisburg,51.435337,6.760599
dendyck van austrueel,,,
dhasselt,Dassel,51.801731,9.690711
dezen staet,,,
deze voorgemelde heer op zijn huijs op de gouw,,,
deze vijverbuurt,,,
deze provintien,,,
deze oude kerk staet nog op heden in de papestr,,,
deze onze provintie,,,
deze nieuwgeboude kerk staet genoegzaem oost en west aan de oostzeijde,,,
deze kalvermarkt,,,
deze hoek of purmerende,,,
deze heerlijkhed,,,
deze en de andere steeden van holl,,,
devenchiere,Dinchere,51.642507,7.961704
deurslag,Desla,51.592698,9.409232
de fonteyn op de geerse mert,,,
diamant corte munte,,,
die leprosen,Welersen,51.482361,9.721445
die kreeke genaamt die scheet,,,
deselve vaert,,,
dese landen van hertoeys,,,
dese landen,Dselden,56.569813,21.899343
dese kercke van ste pieters,,,
filidieusen,Wildeshusen,52.89731,8.43632
filidieuse ammeken,,,
feés,,,
fetze fontein,Betzenstein,49.682614,11.418288
ferry,,,
ferrara in italien,,,
fernambucq,,,
eylant margareta,,,
fermetrosen zie fourmestraulx,,,
felissa,Felwila,50.183332,8.74433
feithbaeij,,,
farnabok,,,
fano,,,
famangusta,,,
f franciscus dommelberge,,,
ezumerzijl,,,
eysden,Eisden,50.777726,5.702609
eylant van ryderwert,,,
eylant van charloes ofte ryderweert,,,
etershemmer koog braek,,,
etershemmer keukendijk,,,
epinoij,,,
epinlieu abdij van,,,
ephezen,Epze,52.227043,6.19206
ente pharahildenkeercke te ghendt,,,
ent truijen,,,
enschede,Enschede,52.213905486052155,6.890849644311789
ens,Ense,51.234034,8.862961
enijnkuijsen,Eijnchuijsen,52.704595,5.2937
fimsaldagne,,,
finlandt,Fridlandt,52.104186,14.262625
finlandtsche,,,
eylanden van calcuyten,,,
des vorstendom gelder,,,
des schout zijn huijs,,,
des conicx munte,,,
dergaes,Degese,51.840565,5.828672
derde ende letste arcke triumphael,,,
der waege voor de kaes,,,
der vreijheijt van oosterwijk,,,
der trekvaert van buijksloot over purmerende tot hoorn bedr ruijm 8000 of wel bij de 9000 rijnl roeden deze nieuwe trekvaert van hoorn over edam en purmerende tot aan buijksloot,,,
der steede de leeden,,,
der stede van ghent,,,
der stede rotterdam,,,
desteldonckstraetien,,,
eylandt van elimaderi,,,
eylandeken van hoelkensplate,,,
eylant van casant,,,
eyland in de mase voor mook,,,
eyland ceilon,,,
eyermerckt,,,
eyckendonck,Ysendonck,51.322453,3.616143
exester,Elster,51.827537,12.826562
everstein,Everstein,51.969646,5.155756
eylandt van sainct martijn,,,
evericxstraete,,,
everbode,Everswolde,52.833374,13.821509
eupe,Epe,52.2989091779663,6.014773910617641
eunijer ofde keijsers brugge,,,
etremos,Etersem,52.584839,5.021914
etnoè,,,
heerenberch,’s Heerenberch,51.875076,6.243247
heerenstraetjen,Hoestraten,51.401598,4.761559
inden elephant,,,
ganck langst thof van st anthone,,,
gamaleils,,,
galliones,Gallingen,54.16112,20.82806
gallicien in spaingnen,,,
gallia,Walla,50.928327,8.474299
gallerije achter het hof,,,
galilee,Gaile,56.313798,24.255637
gansmerct,Lantsmer,52.431147,4.914043
galgh en wip,,,
galgenhoeckstraete,,,
galeras,Gera,50.876431,12.083345
galecop,,,
gaijmeulen,Hamelen,52.104508,9.356435
gaeten van texel,,,
gaesbeek kasteel en land van,,,
gansooijen,Gnoien,53.968648,12.710935
gants west friesland,,,
gasthuijstoorn,Gasthuis,50.843015,5.789813
gasthuijs van st elisabeth,,,
gasthuijs ende s jansclooster,,,
gasthuijs dat aende huijbrugge,,,
gasthuijs benedictijnen,,,
gasperde,Gasperde,51.980677,5.120493
gascoignen,,,
gascogne gascoengien,,,
garonne,Grone,51.534957,9.894283
garennes,Grene,51.859031,9.943088
garde,Garder,52.233197,5.713681
garapel,Garrel,52.955744,8.024155
gapersbrug en keijzersbrug,,,
ganappe,Ganipe,51.701485,5.968905
ganck van ste antheunis hof,,,
gendse poort,Heselpoort,51.848398,5.85704
gans europa,,,
geeraerts sterck huys,,,
geelmuijden,Genemuiden,52.621486069245755,6.065764756544151
gaule,Haule,52.937872,5.812683
gaudtstraete bij daerm claeren,,,
gaudtstraete,,,
gauden hondeken,,,
gat van goeree,,,
gasthuys steegh,,,
gasthuus van sinte nycolaeys ghylde staende by de boesynck poorte,,,
gauwe,Glawe,53.884481,12.734326
gemeynen steen,,,
gemersheijm,Hedersheim,50.070745,8.484956
gemerheijm inde palts,,,
gemenelands,,,
gemeenlands huijs,,,
gemeene ofte duivels bruggen,,,
gemeen lands huijs van schieland,,,
gelresse,Gresse,53.42915,10.74597
geleyns,Gelkenes,51.940042,4.853956
geldria,Gera,50.876431,12.083345
gelderse poorte,,,
geldersche kaai,,,
gelderl hooge schoole te harderwijk,,,
gelderen gelderland,,,
geheel holland,,,
geffen,Geffen,51.76434341431212,5.46267627143371
geervliet,Geervliet,51.86387573384088,4.27176350766811
gendsche quartiere,,,
gasthuis steech,,,
gapers brugge ofte craen,,,
genefen,Genekken,51.567442,4.785726
hertochdom van beijeren,,,
ghewesten van asien,,,
geschut-huijs,,,
gerwerscop,Geresthorp,54.066273,9.639354
gerumena,Germen,53.925441,13.342643
gerrit fransz brouwers,,,
gerrit bosten huijse op die merckt,,,
germanicij,,,
germain en laeije,,,
gereform kerk,,,
georgianen,Gerdingen,54.329214,8.779405
genève,Gene,50.928178,11.588112
gessegné,Glessen,50.967032,6.748252
gent gendt,Gentien,52.406578,12.156344
genoveessche,,,
genovees,Gevere,53.573212,7.899329
genova,Senkova,56.150413,30.481963
genoesen,Gnesen,52.535884,17.595833
genera,Gera,50.876431,12.083345
gestel bij oisterwijk,,,
gestigt de 2 zoutkeeten,,,
gheheele stift van bremen halant ende bleken,,,
gheersberghe aeth ende berghen henegau,,,
gheer,Ghemert,51.554688,5.681793
ghautstrate,Guttstadt,53.986802,20.397187
ghauden leeu,,,
ghaesbeque niet verre van bruessel,,,
geuzenberg,Zeuenberhg,51.645365,4.605963
geunieende staten,,,
hertochdomen oppelen,,,
hertochdom van opolien daernaer silesien,,,
gheunierde staeten,,,
ghijselle,Sijsele,51.208305,3.331662
ghent naer antwerpen,,,
ghislain,Thisla,51.056052,3.798596
"""ghent in d'abdije van ste pieters""",,,
ghendtsche nieuwevaert oft tsjas,,,
ghendtsche avene,,,
ghendtbrugghe ende roede,,,
ghendt up tslusekin,,,
ghendt up tnieulandt,,,
ghendt up sente pieters,,,
ghendt up sente pharahilden plaetse,,,
ghendt up den coorenaert,,,
ghendt up de leije,,,
ghendt tschepenhuuse,,,
ghendt te putte bijeglins schuere,,,
ghendt poerte,,,
ghendt int moriaens hooft achter de vrindachmaerct up tplaetsekin,,,
ghendt in de burchstrate,,,
ghemeente van brugge,,,
gheluck straete bij de apostelhuijsen,,,
gheltmunt brugghe,,,
ghents quartier,,,
ghentsche vaert,,,
gieerstraet,Wiederstedt,51.667081,11.535044
gibralter,,,
gibellijni,,,
ghulden hooft op de perdemert,,,
ghulden causse,,,
ghuesche,Geseche,51.6368,8.512053
ghuekeercke te ghent,,,
ghuekeercke,Ouwerkercke,51.625783,3.982576
ghoes in zeelandt,,,
geertenkerke,Meerekerke,51.071656,3.680747
giethoorn,Giethoorn,52.7354363498468,6.09787936783624
gievet,Gieße,50.586324,8.674582
graefschep van artois,,,
goede gemeente ende stadt van haerlem,,,
godekensland,Godelande,54.053007,10.02083
gnesna,Gnesen,52.535884,17.595833
glikstad,Glückstadt,53.788096,9.423902
glede in zuuthollant,,,
glaudekin ghoetghebuer,,,
glashuis,Gasthuis,50.843015,5.789813
giunée,Grune,51.534957,9.894283
goes land van ook ter goes,,,
gisberge,Ginsberg,50.973997,8.144783
ginneken,Ginneken,51.567442,4.785726
ginneberstraetien,,,
ginneberstraete in den rame,,,
gillis de wispeleere,,,
gildpoorte,Himilporte,51.491881,8.00565
gildenburgse sluijs,,,
gildenburg,Wildenburg,50.91435,7.819216
gilden huijs van ste sebastiaen,,,
gilain,Vilan,53.400422,10.964824
goesen,Gokessen,52.340274,9.545893
gossigniée,Golssin,51.970964,13.603773
gorricum,Gorckum,51.829716,4.974971
gorkom,Gorkum,51.829716,4.974971
gorken,Goren,52.615315,12.037339
gorgonsola,Gorgola,59.941527,31.816613
gorgis,Gois,51.504595,3.890265
gordes,Godems,53.363651,11.796246
gorcommers,Gorcom,51.829716,4.974971
goordstege,Godestede,53.152675,10.454004
goedt ter muelenstede,,,
graeflyckheyts van hollandt,,,
grimbergsche,Gramsberghe,52.611045,6.673875
graefschaep van aelst,,,
goyland,Moyland,51.751244,6.234114
goy,Goys,51.504595,3.890265
goverwelsche sluys,Goejanverwellesluis,52.014561,4.810746
gouwswegje,,,
gouwslootje,,,
gouwer brug,Nieuwe brug,52.488953,6.423947
gouwenaers,Wouwenberg,52.082275,5.414371
gouwe ter,Geter,52.038336,10.35281
gournaij,Goraj,50.958018,23.240409
graauwe hoofdpoort,,,
goudsluys,Goudersluys,52.118365,4.674275
goudse weeshuijs,,,
goudse ppor,,,
goudse pesthuijs poort,,,
goudse en goverwelle sluys,Goey Jan Verwellen sluys,52.014561,4.810746
goudsbloemsteeg,,,
gouda oude water den briel en zirkzee,,,
gracht van groene hoije,,,
graef guij,,,
granaet-appel,,,
granada garnaten,,,
gran,Graven,51.759622,5.741361
graf van den h dominicus,,,
graevesande,tGravesande,52.004091,4.160332
graeuwe  poort,,,
graenzolder boven t collegie,,,
gradisca,Gradlice,50.423351,15.878302
graefschaep van grinbergen,,,
graefschaep van chini,,,
golpho van venetien,,,
golphe ofte de zee van venetien,,,
golette in barbaryen,,,
golette fort van la,,,
griecken te lande,,,
"""griecken lant ende wesende ontrent cassiopoli dat is de cappo ofte promontorio van t'eijlant van corfu""",,,
gresham,,,
grenade,Grene,51.859031,9.943088
greine brughe tot overschie,,,
greffier,Geffer,53.573212,7.899329
gre,Gren,51.859031,9.943088
gravesende,tGravesande,52.004091,4.160332
gravenland,sGravensande,52.004091,4.160332
grave van oostervant,,,
grave van hollandt,,,
grecque,Greuen,52.09294,7.612485
griecxe,Gryfice,53.91466,15.19863
"""grijsbergh bij't muntien""",,,
groevenbergers,Gronenberge,54.038132,10.724723
groesbeeck,Groesbeek,51.813467692148,5.944653123626442
groenweghen,Gronehaghen,53.152675,10.454004
groenmarckt aldaer,,,
groenhoije,Groenloe,52.042482,6.61721
groenepoort,Groene,52.019187,9.419532
groenendale een cloostere gheleghen in zueniebosch bij bruessele,,,
groenendaels stegen,,,
groenendaal-water,,,
groenendaal water haven,,,
groenenberch,Gronenberg,54.038132,10.724723
groenen briele pleijn,,,
groenen briele kercke abdije,,,
groen huijs straetjen,,,
groben doncq aende vuchterpoort ende aende hinthamer,,,
grieclandt,Vridelant,52.229807,5.033258
groningen groeningen,,,
grood britanjen,,,
groote wijn brugge aende leuvehaven,,,
goirle,Goirle,51.52433911972115,5.083454399691012
granvelle,Gransee,53.006872,13.157326
grau ende zwartezusterhuus onderbeerghen,,,
graumonicken clooster,,,
groote cause straete,,,
groote botermarct,,,
grootbrittanje,,,
groot hammeken,,,
groot erf van philipo,,,
groote craene,Groote broec,52.697807,5.219149
groot begghijnhof gheseijt van sinte elisabeth,,,
groot baghijn-hof van ste elisabeth de kercke &a,,,
groot bag,,,
groote scheepmakers brugge op het eijnde aende brugge gemaakt engefondeert ^leuve ^haven,,,
groote ende cleine dico steenstrate,,,
groote saele van het hof,,,
groote reke,Grootebroek,52.71915205152518,5.190072369566267
"""groote merckt voor d'broothuys""",,,
groote merckt van brussel,,,
groote merckt ten huyse van jan de moore,,,
groote merckt tantwerpen,,,
groote merckt int broothuys,,,
groote merckt by onser lv kercke,,,
groote leuve brugge,,,
groote kercke van ste pauwels,,,
groote kerck of st bavoss,,,
groote kerck ende opt kerckhooff,,,
groote etershemmer braak,,,
hertochdom van boirgoingne,,,
herthegenbosse,Herdegessen,51.650328,9.828615
heerlickheden en landen van arckel,,,
het choor,,,
het conferentie huijs bij ste jan de luz,,,
heeswyck,Hesewick,52.710146,11.793189
haerl,Haerle,52.359192,6.384103
haerelbecque,Hadersleue,55.248845,9.487946
haer hof te weten in het huys van oranien,,,
haeltert,Halstert,51.528484,4.267491
haelmeer bossch,Hallerboch,52.175,9.715679
haegschen,Haghen,52.323768,9.205827
haerlebeeck,Saerbeck,52.172938,7.635155
haege ambacht,Bergambacht,51.955741583092994,4.845739769107378
hadstvelt,Hastvelde,51.929643,10.369001
habspuch,,,
haar¬ lem amsterdam alkmaar hoorn enkhuizen,,,
haarlemmer trekwegh,,,
haarlemer pleyn,,,
haagsche,Haghe,52.078085,4.309168
haecken,Tacken,58.245465,24.483582
haerlem delft leijden amsterdm aleckmaer,,,
haerlem in hollant,,,
halle thorre,Haletre,52.140188,10.549534
halle bij t cleijn beenhuijs,,,
halfmanus dwinger,,,
halfmaene op de nieustrate brauwerie,,,
halfmaans brug,,,
halberstadt,Halberstadt,51.895294,11.052109
hakkelaarsbrug,,,
haken,Haven,52.161519,4.501988
haghen ambacht,Hahnbach,49.533428,11.801676
haeveskercke,Heemskerk,52.53115162679264,4.660964674090501
het castel van buren,,,
het claphuys en de oosterpoort,,,
haeven van harwich,,,
het clooster van anchijn,,,
het carre huijs,,,
het carmeliten-clooster tot ceulen,,,
het cappelleken boven couckelaere,,,
het casteel van motté au bois,,,
het caeshuijscken,,,
het butter huijs ofte vleijs halle,,,
het burger weeshuijs,,,
het bosch,,,
het bollennois,,,
het bode huijsje,,,
het blockhuijs,,,
het bisschdom van frascati,,,
het bisdom van prague,,,
het bisdom van naemen,,,
het bisdom van ghendt,,,
het casteel van rouchefort,,,
het casteel van sant angelo,,,
het casteel van swijnaerde,,,
het collegie de lelie,,,
het coffij huijs van jan zwart op de markt,,,
het clooster vande rijcke claeren,,,
het clooster van st pieters op den bergh mons blandinus neffens de stadt van ghendt,,,
het clooster van s ursel  achter s catherine  in het soetemelck wijtebrootstraetken,,,
het clooster van onse vrouwe tot drongene,,,
het clooster van mishagen,,,
het clooster van markette pont a marcque tot wanbresi lambersaet,,,
het clooster van die barrendijten,,,
"""het clooster van d'annonciaten""",,,
het clooster van berlaimont,,,
haeven van ste lucaer,,,
haesewindt straetjen,,,
hertengebosche,sHertoghen bosche,51.688763,5.303699
gulden hof van ste sebastiaen,,,
gulde straete bij de calvermarct,,,
halsteegh,Halstefehre,58.276924,25.693603
heelicx cruus kercke,,,
heel africa,,,
heedijnghe,Hemelinghe,53.051802,8.886329
heddyn,Heddemyn,51.388839,9.766616
heddijn kasteel van,,,
hebrain,Hering,57.4615,9.983886
havre,Wavre,50.717156,4.610242
heemmerd,Hemmerde,51.547519,7.811825
haverie,Hanovere,52.371646,9.736082
haven van spaignien van sinte andries,,,
haven van solbay,,,
haven van jerusolem is,,,
haven,Haven,52.161519,4.501988
havelte,Havelte,52.83608902019714,6.23559891855238
hauttepennes,,,
hautleije vande nieuwe urbanisten,,,
hauten,Hauten,52.027297,5.161628
haussame,Hausen,51.0141745,10.7251102
havens van spaignien,,,
heemskerck,Heemskerk,52.53115162679264,4.660964674090501
heer aerts bisschop van mechelen,,,
hees,Hees,51.840565,5.828672
heertvelde,Hertvelde,51.663728,8.144206
heerlinghen,Hemelinghe,53.051802,8.886329
heerlijkheijt van putten en strijen,,,
heerlijkheijd van steenen en putten,,,
heerlijkheijd van purmerland,,,
gulden appel brugghe,,,
gulden leou,,,
haesdonck,Ramesdonc,51.014914,4.335254
guldenstraete by st jacobs,,,
haer¬,Her,50.840265,5.727371
haerlemmerlije,,,
haerlemmerdyck,,,
haags,Haag,52.078085,4.309168
hallegats brugge,Hagbrugge,53.048188,8.488301
h stadt,Hostat,50.099162,8.54746
guinieerde,Gemerde,51.554688,5.681793
guines,Gutinge,51.532781,9.935188
guessche poorte,,,
guesen landen,,,
guispuscoa,,,
grootschermer,,,
grootewal,Grootegast,53.1994257320903,6.31888781443473
grooter brugghe tot mens,,,
